"prov_site","office","custNum","invNum","invoicDate","payDate","balance","totalCharg","tax","po_number","isDeleted","CreatedDate"
"13TY","Winder Eye Care Center","null","13TY051800","2021-01-25T00:00:00.0000000","null","69.640","69.640","0.000","                    ","False","2021-01-25T00:00:00.0000000"
"13UB","Atul K Amin MD PC","null","13UB051800","2021-01-26T00:00:00.0000000","null","733.850","733.850","0.000","                    ","False","2021-01-26T00:00:00.0000000"
"13UL","Frank Jayakody MD","null","13UL051800","2021-01-27T00:00:00.0000000","null","390.540","390.540","0.000","                    ","False","2021-01-27T00:00:00.0000000"
"13UX","Genesis Family Medical and Med","null","13UX051800","2021-01-28T00:00:00.0000000","null","414.390","414.390","0.000","                    ","False","2021-01-28T00:00:00.0000000"
"13V1","Reese Eyecare","null","13V1051800","2021-01-29T00:00:00.0000000","null","409.390","409.390","0.000","                    ","False","2021-01-29T00:00:00.0000000"
"13V2","Physicians Claims Services","null","13V2051800","2021-01-30T00:00:00.0000000","null","643.780","643.780","0.000","                    ","False","2021-01-30T00:00:00.0000000"
"13V3","PhysioPartners","null","13V3051800","2021-01-31T00:00:00.0000000","null","317.600","317.600","0.000","                    ","False","2021-01-31T00:00:00.0000000"
"13V4","Kevin L. Laser, MD","null","13V4051800","2021-02-01T00:00:00.0000000","null","331.050","331.050","0.000","                    ","False","2021-02-01T00:00:00.0000000"
"13V5","The Kids Clinic","null","13V5051800","2021-02-02T00:00:00.0000000","null","727.900","727.900","0.000","                    ","False","2021-02-02T00:00:00.0000000"
"13V8","Alaska Brain Center, LLC","null","13V8051800","2021-02-03T00:00:00.0000000","null","623.780","623.780","0.000","                    ","False","2021-02-03T00:00:00.0000000"
"13VB","Wilson Eye","null","13VB051800","2021-02-04T00:00:00.0000000","null","1297.580","1297.580","0.000","                    ","False","2021-02-04T00:00:00.0000000"
"13VD","Psych Management Services","null","13VD051800","2021-02-05T00:00:00.0000000","null","434.740","434.740","0.000","                    ","False","2021-02-05T00:00:00.0000000"
"13VE","Wood Vision Clinic","null","13VE051800","2021-02-06T00:00:00.0000000","null","931.310","931.310","0.000","                    ","False","2021-02-06T00:00:00.0000000"
"13VK","DBWS - Professional Medical Bi","null","13VK051800","2021-02-07T00:00:00.0000000","null","593.380","593.380","0.000","                    ","False","2021-02-07T00:00:00.0000000"
"13VL","Kathryn Muir","null","13VL051800","2021-02-08T00:00:00.0000000","null","260.440","260.440","0.000","                    ","False","2021-02-08T00:00:00.0000000"
"13VN","Eastside Family Medical Clinic","null","13VN051800","2021-02-09T00:00:00.0000000","null","399.970","399.970","0.000","                    ","False","2021-02-09T00:00:00.0000000"
"13VQ","Howard E. Huey DO, PC.","null","13VQ051800","2021-02-10T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2021-02-10T00:00:00.0000000"
"13VR","Manhattan Renal Associate, PC","null","13VR051800","2021-02-11T00:00:00.0000000","null","403.450","403.450","0.000","                    ","False","2021-02-11T00:00:00.0000000"
"13VU","McLean Associates","null","13VU051800","2021-02-12T00:00:00.0000000","null","586.080","586.080","0.000","                    ","False","2021-02-12T00:00:00.0000000"
"13W1","Gary Crowell OD PC","null","13W1051800","2021-02-13T00:00:00.0000000","null","286.460","286.460","0.000","                    ","False","2021-02-13T00:00:00.0000000"
"13W6","Sleep Centers of Middle Tennes","null","13W6051800","2021-02-14T00:00:00.0000000","null","4841.700","4841.700","0.000","                    ","False","2021-02-14T00:00:00.0000000"
"13W8","Anne Buchanan","null","13W8051800","2021-02-15T00:00:00.0000000","null","60.440","60.440","0.000","                    ","False","2021-02-15T00:00:00.0000000"
"13WA","Bradley Nephrology","null","13WA051800","2021-02-16T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2021-02-16T00:00:00.0000000"
"13WB","Mike Dudley DC","null","13WB051800","2021-02-17T00:00:00.0000000","null","209.390","209.390","0.000","                    ","False","2021-02-17T00:00:00.0000000"
"13WC","Trevens Specific Chiropractic","null","13WC051800","2021-02-18T00:00:00.0000000","null","222.180","222.180","0.000","                    ","False","2021-02-18T00:00:00.0000000"
"13WD","Vision Health Center","null","13WD051800","2021-02-19T00:00:00.0000000","null","60.080","60.080","0.000","                    ","False","2021-02-19T00:00:00.0000000"
"13WE","Alkeshkumar H. Patel, PLC.","null","13WE051800","2021-02-20T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2021-02-20T00:00:00.0000000"
"13WJ","Debra C Sams DO","null","13WJ051800","2021-02-21T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2021-02-21T00:00:00.0000000"
"13WT","Enterprise Optometry","null","13WT051800","2021-02-22T00:00:00.0000000","null","403.820","403.820","0.000","                    ","False","2021-02-22T00:00:00.0000000"
"13WX","Dermatology & Laser of Alabama","null","13WX051800","2021-02-23T00:00:00.0000000","null","843.640","843.640","0.000","                    ","False","2021-02-23T00:00:00.0000000"
"13WZ","Breakfast Hill Chiropractic","null","13WZ051800","2021-02-24T00:00:00.0000000","null","394.940","394.940","0.000","                    ","False","2021-02-24T00:00:00.0000000"
"13X9","Shanahan Psychological Service","null","13X9051800","2021-02-25T00:00:00.0000000","null","60.440","60.440","0.000","                    ","False","2021-02-25T00:00:00.0000000"
"13XA","Michael I Keller, MD Inc","null","13XA051800","2021-02-26T00:00:00.0000000","null","1533.890","1533.890","0.000","                    ","False","2021-02-26T00:00:00.0000000"
"13XG","Visual Images","null","13XG051800","2021-02-27T00:00:00.0000000","null","186.460","186.460","0.000","                    ","False","2021-02-27T00:00:00.0000000"
"13XK","Ultimate Health Chiropractic","null","13XK051800","2021-02-28T00:00:00.0000000","null","195.540","195.540","0.000","                    ","False","2021-02-28T00:00:00.0000000"
"13XM","Family Care Assoc Of Effingham","null","13XM051800","2021-03-01T00:00:00.0000000","null","3675.690","3675.690","0.000","                    ","False","2021-03-01T00:00:00.0000000"
"13XN","Dr. Michael A Nocito","null","13XN051800","2021-03-02T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2021-03-02T00:00:00.0000000"
"13XR","Henry Casey Covington MD PLLC","null","13XR051800","2021-03-03T00:00:00.0000000","null","204.410","204.410","0.000","                    ","False","2021-03-03T00:00:00.0000000"
"13XU","Champion Eye Center","null","13XU051800","2021-03-04T00:00:00.0000000","null","417.920","417.920","0.000","                    ","False","2021-03-04T00:00:00.0000000"
"13XY","Cottonwood Pediatrics PA","null","13XY051800","2021-03-05T00:00:00.0000000","null","1159.110","1159.110","0.000","                    ","False","2021-03-05T00:00:00.0000000"
"13Y8","Mary Curry MD","null","13Y8051800","2021-03-06T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2021-03-06T00:00:00.0000000"
"13YC","Blanchard Valley Plastic Surge","null","13YC051800","2021-03-07T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2021-03-07T00:00:00.0000000"
"13YE","Patricia Frell Moransais","null","13YE051800","2021-03-08T00:00:00.0000000","null","73.440","73.440","0.000","                    ","False","2021-03-08T00:00:00.0000000"
"13YK","Nehemiah Tan MD SC","null","13YK051800","2021-03-09T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2021-03-09T00:00:00.0000000"
"13YL","Joseph Reinhardt MD PA","null","13YL051800","2021-03-10T00:00:00.0000000","null","236.550","236.550","0.000","                    ","False","2021-03-10T00:00:00.0000000"
"13YM","Ear Nose Throat & Plastic","null","13YM051800","2021-03-11T00:00:00.0000000","null","911.300","911.300","0.000","                    ","False","2021-03-11T00:00:00.0000000"
"13YT","Aberdeen Eye Clinic PA","null","13YT051800","2021-03-12T00:00:00.0000000","null","204.410","204.410","0.000","                    ","False","2021-03-12T00:00:00.0000000"
"13Z4","Optix Optometry","null","13Z4051800","2021-03-13T00:00:00.0000000","null","394.620","394.620","0.000","                    ","False","2021-03-13T00:00:00.0000000"
"13ZB","Bishop Eye Associates PA","null","13ZB051800","2021-03-14T00:00:00.0000000","null","426.400","426.400","0.000","                    ","False","2021-03-14T00:00:00.0000000"
"13ZN","Health -1st Center, LTD","null","13ZN051800","2021-03-15T00:00:00.0000000","null","195.540","195.540","0.000","                    ","False","2021-03-15T00:00:00.0000000"
"13ZV","Hank S Lee, MD","null","13ZV051800","2021-03-16T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2021-03-16T00:00:00.0000000"
"13ZX","Conneaut Lake Chiropractic, PC","null","13ZX051800","2021-03-17T00:00:00.0000000","null","141.850","141.850","0.000","                    ","False","2021-03-17T00:00:00.0000000"
"13ZY","Donald A Pavey MD","null","13ZY051800","2021-03-18T00:00:00.0000000","null","234.390","234.390","0.000","                    ","False","2021-03-18T00:00:00.0000000"
"140","Columbia Orthopaedic Group","null","140051800","2018-05-19T00:00:00.0000000","null","950.000","950.000","0.000","                    ","False","2018-05-19T00:00:00.0000000"
"1402","Sigma -Michael/Ramirez","null","1402051800","2021-03-19T00:00:00.0000000","null","121.550","121.550","0.000","                    ","False","2021-03-19T00:00:00.0000000"
"140B","Greenwood Village Family Medic","null","140B051800","2021-03-20T00:00:00.0000000","null","20.750","20.750","0.000","                    ","False","2021-03-20T00:00:00.0000000"
"140K","Great Expectations Family Prac","null","140K051800","2021-03-21T00:00:00.0000000","null","235.010","235.010","0.000","                    ","False","2021-03-21T00:00:00.0000000"
"140L","Tracy Biermann DC","null","140L051800","2021-03-22T00:00:00.0000000","null","55.900","55.900","0.000","                    ","False","2021-03-22T00:00:00.0000000"
"140Q","Mark Weeks OD","null","140Q051800","2021-03-23T00:00:00.0000000","null","57.800","57.800","0.000","                    ","False","2021-03-23T00:00:00.0000000"
"140R","Jayshree Bhatt MD","null","140R051800","2021-03-24T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2021-03-24T00:00:00.0000000"
"140S","Herman Reid MD","null","140S051800","2021-03-25T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2021-03-25T00:00:00.0000000"
"140T","Agnone, Morrison and Associate","null","140T051800","2021-03-26T00:00:00.0000000","null","196.800","196.800","0.000","                    ","False","2021-03-26T00:00:00.0000000"
"140V","United Cerebral Palsy US","null","140V051800","2021-03-27T00:00:00.0000000","null","87.600","87.600","0.000","                    ","False","2021-03-27T00:00:00.0000000"
"140X","Arun Patel","null","140X051800","2021-03-28T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2021-03-28T00:00:00.0000000"
"141A","Bethesda Physicians PC","null","141A051800","2021-03-29T00:00:00.0000000","null","117.600","117.600","0.000","                    ","False","2021-03-29T00:00:00.0000000"
"141B","The Cohn Eye Center","null","141B051800","2021-03-30T00:00:00.0000000","null","286.430","286.430","0.000","                    ","False","2021-03-30T00:00:00.0000000"
"141G","Urology and Sexual Health Inst","null","141G051800","2021-03-31T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2021-03-31T00:00:00.0000000"
"141K","Ambulance Billing Company LLC","null","141K051800","2021-04-01T00:00:00.0000000","null","327.590","327.590","0.000","                    ","False","2021-04-01T00:00:00.0000000"
"141L","Mt Washington Physical Therapy","null","141L051800","2021-04-02T00:00:00.0000000","null","30.000","30.000","0.000","                    ","False","2021-04-02T00:00:00.0000000"
"141U","A Yumang Rehab Services PA","null","141U051800","2021-04-03T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2021-04-03T00:00:00.0000000"
"141Y","Anusha Belani, M.D.","null","141Y051800","2021-04-04T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2021-04-04T00:00:00.0000000"
"142A","Family Medical Group","null","142A051800","2021-04-05T00:00:00.0000000","null","179.300","179.300","0.000","                    ","False","2021-04-05T00:00:00.0000000"
"142G","All About Childrens Pediatrics","null","142G051800","2021-04-06T00:00:00.0000000","null","1595.280","1595.280","0.000","                    ","False","2021-04-06T00:00:00.0000000"
"142Z","Weaver Medical Practice","null","142Z051800","2021-04-07T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2021-04-07T00:00:00.0000000"
"1430","Garber Foot and Ankle Clinic","null","1430051800","2021-04-08T00:00:00.0000000","null","198.310","198.310","0.000","                    ","False","2021-04-08T00:00:00.0000000"
"1434","Pana Medical Group","null","1434051800","2021-04-09T00:00:00.0000000","null","865.440","865.440","0.000","                    ","False","2021-04-09T00:00:00.0000000"
"1435","Nokomis Medical Group","null","1435051800","2021-04-10T00:00:00.0000000","null","219.970","219.970","0.000","                    ","False","2021-04-10T00:00:00.0000000"
"1437","Joseph Hazan, MD.,FACOG","null","1437051800","2021-04-11T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2021-04-11T00:00:00.0000000"
"143B","Ginter Eye Care Center","null","143B051800","2021-04-12T00:00:00.0000000","null","606.100","606.100","0.000","                    ","False","2021-04-12T00:00:00.0000000"
"143C","Noga Ambulance Service, Inc.","null","143C051800","2021-04-13T00:00:00.0000000","null","333.340","333.340","0.000","                    ","False","2021-04-13T00:00:00.0000000"
"143F","Rev Sol Bill - Emmanuel Yumang","null","143F051800","2021-04-14T00:00:00.0000000","null","1087.800","1087.800","0.000","                    ","False","2021-04-14T00:00:00.0000000"
